id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
15940,19,9030481.0,37,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Unknown,10 - 15 years,Unknown,Unknown,Unknown,10 - 15 years,Unknown,2
15950,4,150000.0,42,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Single,5 – 10 years,"$2,500,001 - $10,000,000",10 - 15 years,individual,2
15950,4,150000.0,42,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Single,5 – 10 years,"$500,001 - $1,000,000",10 - 15 years,individual,2
15967,1,10000.0,47,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,< 1 year,"$500,001 - $1,000,000",1 - 5 years,individual,4
15968,1,10000.0,55,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Single,5 – 10 years,"$500,001 - $1,000,000",> 20 years,individual,1
15970,6,330000.0,41,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$1,000,001 - $2,500,000",10 - 15 years,individual,2
15975,1,20000.0,33,Other,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Unknown,1 – 5 years,"$100,001 - $250,000",5 - 10 years,individual,4
15975,1,20000.0,33,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4
15979,4,50000.0,41,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$100,001 - $250,000",5 - 10 years,individual,2
15980,1,15000.0,45,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Unknown,10 – 20 years,"$250,001 - $500,000",> 20 years,joint,4
15980,1,15000.0,45,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,10 - 15 years,Unknown,4
15999,17,915000.0,65,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Divorced,10 – 20 years,"$10,000,000 +",> 20 years,individual,0
15999,17,915000.0,65,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,> 20 years,Divorced,5 – 10 years,"$2,500,001 - $10,000,000",> 20 years,individual,0
16006,7,170000.0,55,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,3
16006,7,170000.0,55,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$250,001 - $500,000",> 20 years,individual,3
16014,1,15000.0,60,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,< 1 year,"$1,000,001 - $2,500,000",10 - 15 years,joint,1
16014,1,15000.0,60,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,< 1 year,"$1,000,001 - $2,500,000",10 - 15 years,individual,1
16027,7,105000.0,50,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",10 - 15 years,joint,3
16029,1,25000.0,57,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$100,001 - $250,000",> 20 years,individual,1
16038,2,40000.0,35,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,4
16053,1,20000.0,44,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,4
16053,1,20000.0,44,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,joint,4
16053,1,20000.0,44,Science & Engineering,"Preservation of Capital: You are focused on protecting your initial investment by choosing investments that minimize the potential of a loss of principal, rather than investments with strong prospects for current income or long-term growth. The long-term risk of this strategy is that returns may not offset inflation.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,individual,4
16055,3,95000.0,65,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,5 - 10 years,Unknown,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,0
16085,3,55000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",10 - 15 years,individual,2
16085,3,55000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$250,001 - $500,000",1 - 5 years,individual,2
16086,1,75000.0,46,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$250,001 - $500,000",> 20 years,individual,1
16086,1,75000.0,46,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,10 – 20 years,"$250,001 - $500,000",> 20 years,individual,1
16090,11,140000.0,38,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,2
16090,11,140000.0,38,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$250,001 - $500,000",1 - 5 years,joint,2
16095,3,35000.0,55,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",15 - 20 years,joint,3
16099,1,10000.0,40,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",5 - 10 years,individual,4
16102,1,15000.0,42,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",15 - 20 years,joint,4
16107,3,40000.0,49,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$100,001 - $250,000",> 20 years,individual,3
16109,2,30000.0,39,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Unknown,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,4
16109,2,30000.0,39,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,1 - 5 years,Unknown,4
16116,3,30000.0,45,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",5 - 10 years,individual,2
16116,3,30000.0,45,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,joint,2
16121,4,95000.0,32,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,5 – 10 years,"$500,001 - $1,000,000",5 - 10 years,individual,2
16122,1,10000.0,34,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,individual,4
16129,17,280000.0,51,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$100,001 - $250,000",10 - 15 years,individual,3
16129,17,280000.0,51,Entrepreneur/Investor,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,3
16146,1,10000.0,37,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$250,001 - $500,000",1 - 5 years,individual,4
16151,3,35000.0,41,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$500,001 - $1,000,000",5 - 10 years,individual,2
16155,2,30000.0,43,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,4
16190,2,30000.0,44,Corporate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"< $100,000",1 - 5 years,joint,4
16195,1,10000.0,35,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Divorced,5 – 10 years,"$250,001 - $500,000",5 - 10 years,individual,4
16196,2,55000.0,56,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,individual,1
16201,1,50000.0,48,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",15 - 20 years,joint,1
16210,1,10000.0,40,Retired,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",1 - 5 years,joint,4
16235,3,35000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,2
16263,2,25000.0,34,Sales,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$250,001 - $500,000",> 20 years,individual,4
16284,12,250000.0,45,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",1 - 5 years,individual,3
16300,1,20000.0,46,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,5 – 10 years,"$100,001 - $250,000",15 - 20 years,individual,4
16305,9,455000.0,57,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,joint,3
16305,9,455000.0,57,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,joint,3
16314,11,220000.0,41,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,2
16314,11,220000.0,41,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,1 - 5 years,Unknown,2
16317,1,15000.0,43,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,4
16317,1,15000.0,43,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Unknown,1 - 5 years,Married,Unknown,Unknown,15 - 20 years,Unknown,4
16331,2,25000.0,40,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,< 1 year,"< $100,000",1 - 5 years,individual,4
16331,2,25000.0,40,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,1 - 5 years,Unknown,4
16377,9,715000.0,44,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,< 1 year,"$2,500,001 - $10,000,000",15 - 20 years,individual,2
16378,3,70000.0,45,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$500,001 - $1,000,000",1 - 5 years,individual,2
16400,7,140000.0,48,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,joint,3
16400,7,140000.0,48,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Married,Unknown,Unknown,10 - 15 years,Unknown,3
16428,1,20000.0,33,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,4
16429,1,20000.0,44,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,4
16452,2,40000.0,48,Corporate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",15 - 20 years,individual,1
16459,2,20000.0,37,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,joint,4
16493,1,75000.0,48,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$100,001 - $250,000",10 - 15 years,joint,4
16516,2,25000.0,40,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$100,001 - $250,000",15 - 20 years,individual,4
16516,2,25000.0,40,Medical Professional,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,4
16523,2,70000.0,56,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",1 - 5 years,individual,1
16534,5,115000.0,66,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$2,500,001 - $10,000,000",15 - 20 years,joint,0
16534,5,115000.0,66,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,0
16536,2,25000.0,68,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$100,001 - $250,000",> 20 years,individual,0
16543,5,125000.0,52,Entrepreneur/Investor,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",10 - 15 years,individual,3
16548,2,60000.0,39,Sales,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,5 – 10 years,"$250,001 - $500,000",1 - 5 years,joint,4
16548,2,60000.0,39,Sales,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,5 - 10 years,Unknown,4
16552,2,35000.0,30,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,4
16601,5,130000.0,49,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$2,500,001 - $10,000,000",15 - 20 years,individual,3
16611,7,91000.0,51,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Divorced,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,3
16626,1,15000.0,52,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,1
